"","reviewRating","reviewDate","reviewFormat","Verified_Purchase","reviewHeadline","reviewText"
"1434",2,"December 28, 2017","Color: Black",TRUE,"Awful SOUND, nice feature-set.
            ","Bose has lost it's touch with audio quality and pandered to the masses -using their premium brand name- with an easy to use but cheap sounding pair of headphones. They're tinny, flat, and uninspiring listening to anything but audiobooks. Try Sennheiser, V-Moda, Sony, even B&W if audio quality is of remote importance to you. If all you're using these for is casual listening on spotify, or you only need the bluetooth and ANC features, I suppose these will do. I'm returning mine. Bummer, Bose.
            "
"1435",5,"November 21, 2016","Color: White",TRUE,"I've been searching for headphones that would give me a great sound but also wouldn't give me a huge headache ...
            ","Perfection. I've been searching for headphones that would give me a great sound but also wouldn't give me a huge headache from my glasses and I'm in heaven!! I can binge watch entire seasons of a show and not even notice that I have them on. Also, I've listened to songs that I've heard forever and I'm picking up nuances I never heard before. What kind of life was I living with my Beats??
            "
"1436",5,"January 13, 2017","Color: Black",TRUE,"Five Stars
            ","Headphones meet all expectations!
            "
"1437",5,"April 9, 2016","Color: Black",TRUE,"Five Stars
            ","Excelent product, amazing sound.
            "
"1438",5,"December 11, 2016","Color: White",TRUE,"Perfecto
            ","Great sound for the ear
            "
"1439",5,"January 22, 2016","Color: Black",TRUE,"Five Stars
            ","love it
            "
"1440",5,"January 6, 2017","Color: Black",TRUE,"Five Stars
            ","Excellent sound!
            "
"1441",2,"January 5, 2018","Color: White",TRUE,"Disappointed
            ","I was very disappointed in these headphones. When connected to my iPhone the volume was not very loud. I googled how to fix this issue and I pretty much have to continuously “forget” the device in my Bluetooth settings and then connect it again so that I can control the volume. Also, the bass quality was not what I expected from Bose. It wasn’t very powerful as other Bose headphones I’ve used. I bought this so I can workout with them but it didn’t work out for me. If you don’t mind having moderate volume then this would be good for you. It was very comfortable to wear so that’s why it gets the two stars.
            "
"1442",5,"December 8, 2016","Color: White",TRUE,"the best head phones i have ever listened
            ","the best head phones i have ever listened to
            "
"1443",3,"January 5, 2016","Color: Black",TRUE,"Bluetooth connect was great. Sound Quality (Loudness) very bad.
            ","I thought these were just OK for what I'm looking for. Feels good on the ear, but I thought the sound was only decent especially if you're using Apple Music. In comparison to BEATS, Bose sound quality is very low. I really wanted to go with the fashionably popular BEATS but if you're looking for loud sound (Bose was very low) these headphones won't suffice.
            "
"1444",5,"December 20, 2015","Color: White",TRUE,"Five Stars
            ","It is AWEEEEESOOOOMEEEEE .....
            "
"1445",5,"July 11, 2016","Color: White",TRUE,"Great Sound and Feel
            ","Not only do these sound great (good clarity and volume), they are so comfortable. I am never going back to earbuds again. The battery life is phenomenal and I love that it gives the current battery percentage when you turn it on. They are pricey, but I think it was a good value considering the quality.
            "
"1446",3,"October 30, 2017","Color: Black",TRUE,"Really disappointing volume level
            ","Missing two stars because it’s lack of volume,It was really disappointing, always leaving youWanting “just a little bit more”Great quality overall
            "
"1447",5,"April 10, 2016","Color: Black",TRUE,"Comfortable and amazing sound
            ","Its a Bose.... what more do you want me to say?  I use it to hook up to my TV so that I can watch without disturbing the family (I'm a night shift nurse). Other headphones hurt my ears. Not the sound but the pressure on my ears becomes painful. What pressure you may ask? Good question but still it is true. Any head set that rests directly on my ears or wraps around them becomes painful. Earbuds do not stay in and I need wireless. These are perfect! I can wear them for hours and not have a single problem. The sound quality is what you would expect from Bose. Completely worth the price. 100% Thrilled!
            "
"1448",5,"November 29, 2015","Color: Black",TRUE,"Five Stars
            ","Enjoy them very good sound!!
            "
"1449",5,"January 9, 2017","Color: Black",TRUE,"Five Stars
            ","Excellent!!!!!!!
            "
"1450",5,"August 9, 2016","Color: White",TRUE,"Fast and thorough customer service!
            ","These are Bose quality so that says it all, but on top of that Bose threw in a couple of connectors that I might need. I ordered them yesterday afternoon... They arrived today! That is awesome customer service.
            "
"1451",5,"March 1, 2016","Color: Black",TRUE,"Bose for hands-free phone device
            ","Great sound and clarity when using the phone. Just love it! Music is awesome as well, though it was purchased for a better hands-free phone device around the house NOT in the car. The noise cancellation is so good, it would dangerous to use while driving.
            "
"1452",5,"June 13, 2016","Color: White",TRUE,"Five Stars
            ","Bluetooth headset with cristal sound 👍🏼
            "
"1453",5,"July 4, 2016","Color: Black",TRUE,"Five Stars
            ","Love them
            "
"1454",5,"January 7, 2017","Color: Black",TRUE,"Five Stars
            ","Great sound
            "
"1455",3,"June 28, 2017","Color: White",TRUE,"Not Bad, but that's all
            ","This is just going to another 3 star review, but I wanted to provide my honest rating: For a middle class pair of headphones, especially from Bose, I'd expect more. I've tried and tested numerous earphones and headphones from Jaybirds to Airpods to all types of Bose headphones and more, and I've got to say that this pair was not impressive. The noise isolation was mediocre at best and the comfort for longer wearing periods was not too great. Connectivity posed few issues however. Other than that and the design being pretty great, I'd say that Bose's claim for this being a good pair of headphones is false (the low end is shallow, the midtones are muddy, while the high end is the only positive factor).
            "
"1456",3,"July 19, 2017","Color: Black",TRUE,"Beware if you have a Sony smart tv this headphones although they support bluetooth profile A2DP ...
            ","Beware if you have a Sony smart tv this headphones although they support bluetooth profile A2DP they won't pair with a Sony smart tv, which in it's latest Android software update supports A2DP profile, unless its a 2017 model as referred by Sony customer service representative. You must use wireless headphones for older models.
            "
"1457",5,"June 23, 2016","Color: White",TRUE,"product waa good quality
            ","It met our expectation, product waa good quality
            "
